# flux           loglam   ivar 
-1.7257160500000002e-16	9844.462049199485	0.07534712
-5.09669447538861e-17	9845.462049199485	0.07446857
7.063771549222782e-17	9846.462049199485	0.068166554
6.535401125337853e-17	9847.462049199485	0.069768734
1.3842805449759203e-17	9848.462049199485	0.069828704
-2.6829759582575136e-17	9849.462049199485	0.069678456
-5.5052776494461734e-17	9850.462049199485	0.07255286
-5.92767882333759e-17	9851.462049199485	0.07779385
3.4114364336320515e-17	9852.462049199485	0.073538356
1.2750551690601692e-16	9853.462049199485	0.0762511
4.1849517874874904e-17	9854.462049199485	0.07687072
-5.75446429416333e-17	9855.462049199485	0.077496365
-3.4978634593399534e-17	9856.462049199485	0.08317176
5.0522516739114736e-17	9857.462049199485	0.09466032
7.634386376053432e-17	9858.462049199485	0.09442375
8.809576896108627e-18	9859.462049199485	0.08948567
-4.799818980818146e-17	9860.462049199485	0.09262671
-2.600112630134202e-17	9861.462049199485	0.092364974
-4.0040627945025875e-18	9862.462049199485	0.09266934
1.756383162140191e-17	9863.462049199485	0.1072342
3.905546603807015e-17	9864.462049199485	0.09997798
2.4416896145839314e-17	9865.462049199485	0.09850801
-1.6610610830836084e-17	9866.462049199485	0.10637522
-3.1933680846774844e-17	9867.462049199485	0.10800194
1.0993261945571878e-17	9868.462049199485	0.09981227
5.1343087650249195e-17	9869.462049199485	0.09335226
1.8278088162985148e-17	9870.462049199485	0.1038513
-1.47869113242789e-17	9871.462049199485	0.107558236
-1.3324034690578287e-17	9872.462049199485	0.09818813
-1.0251606821332826e-18	9873.462049199485	0.09645875
5.587158043316771e-18	9874.462049199485	0.11027223
6.2291155679172504e-18	9875.462049199485	0.1255824
6.673738650835001e-18	9876.462049199485	0.11745357
6.393565533020714e-18	9877.462049199485	0.11229225
6.113392415206426e-18	9878.462049199485	0.10938786
1.4197148734836423e-17	9879.462049199485	0.11357862
2.2818121538437822e-17	9880.462049199485	0.122363746
1.6654853957282445e-17	9881.462049199485	0.12037862
3.0362155359501173e-18	9882.462049199485	0.12934878
-1.6959699409630027e-18	9883.462049199485	0.11706992
7.507975755149702e-18	9884.462049199485	0.12371434
1.4810996119746668e-17	9885.462049199485	0.13345133
7.258939559237692e-18	9886.462049199485	0.12609465
-2.931170012712861e-19	9887.462049199485	0.11188302
6.448586116415638e-19	9888.462049199485	0.11652654
3.236213086735404e-18	9889.462049199485	0.12623972
7.259455205711301e-18	9890.462049199485	0.1316403
1.240762507813901e-17	9891.462049199485	0.13497303
1.4886259715156873e-17	9892.462049199485	0.1390299
1.0585800377728928e-17	9893.462049199485	0.1325284
6.2977564249785954e-18	9894.462049199485	0.13601509
4.749715759890227e-18	9895.462049199485	0.15025388
3.201675094801859e-18	9896.462049199485	0.15192915
6.877050119047226e-18	9897.462049199485	0.14880097
1.2524140231710953e-17	9898.462049199485	0.15672083
1.806805710226268e-17	9899.462049199485	0.15118769
2.3484280508284693e-17	9900.462049199485	0.14218919
2.7194026771471987e-17	9901.462049199485	0.15716138
2.2410170374992455e-17	9902.462049199485	0.15480325
1.762631397851292e-17	9903.462049199485	0.1393749
1.2459112546456573e-17	9904.462049199485	0.13605045
7.243162530126009e-18	9905.462049199485	0.1310268
8.47159928947202e-18	9906.462049199485	0.13411143
1.3880560995626887e-17	9907.462049199485	0.14271829
2.0090494892078214e-17	9908.462049199485	0.18564446
2.796121851389376e-17	9909.462049199485	0.21889251
3.4896675780943674e-17	9910.462049199485	0.20089191
2.1350698061825845e-17	9911.462049199485	0.2066923
7.804720342708016e-18	9912.462049199485	0.17949764
4.234814539562467e-18	9913.462049199485	0.17346439
3.79026744861669e-18	9914.462049199485	0.1802491
4.6637478539496485e-18	9915.462049199485	0.1796545
6.972533485660854e-18	9916.462049199485	0.16408509
8.540804402587422e-18	9917.462049199485	0.19314402
7.060442785987137e-18	9918.462049199485	0.19056508
5.580081169386853e-18	9919.462049199485	0.18679722
5.7099891879440565e-18	9920.462049199485	0.20143227
5.99598589242045e-18	9921.462049199485	0.21658221
9.256368890407238e-18	9922.462049199485	0.20971194
1.4283869564587133e-17	9923.462049199485	0.19084293
1.5453957830193478e-17	9924.462049199485	0.21077098
9.217582157145549e-18	9925.462049199485	0.23203231
3.4238523077047855e-18	9926.462049199485	0.22005302
4.94195433003446e-18	9927.462049199485	0.19166991
6.460056352364135e-18	9928.462049199485	0.18884067
7.126531981421285e-18	9929.462049199485	0.21838444
7.540318366031181e-18	9930.462049199485	0.23147342
9.73650994777379e-18	9931.462049199485	0.19917428
1.3827242921843434e-17	9932.462049199485	0.18881302
1.7341992417614948e-17	9933.462049199485	0.19436829
1.852071970522151e-17	9934.462049199485	0.18978105
1.969944699282807e-17	9935.462049199485	0.22375776
6.7059902916626334e-18	9936.462049199485	0.22879423
-7.683736056542409e-18	9937.462049199485	0.23938307
-6.515512903129745e-18	9938.462049199485	0.24649142
