# flux           loglam   ivar         
  -2.6816063     3.5553   0.075207934  
  0.62085277     3.5554   0.07475917   
  2.7088468      3.5555   0.07850296   
  -0.2618518     3.5556   0.0900257    
  2.0299425      3.5557   0.100610316  
  -0.63116074    3.5558   0.10293209   
  3.0382595      3.5559   0.10882435   
  6.3031473      3.556    0.1338536    
  -0.2143323     3.5561   0.13696934   
  5.9333854      3.5562   0.14180726   
  -2.746138      3.5563   0.16951618   
  -1.2841883     3.5564   0.16948801   
  3.404998       3.5565   0.1583315    
  3.9276533      3.5566   0.151838     
  2.8068175      3.5567   0.17204547   
  0.091073975    3.5568   0.18868613   
  2.863949       3.5569   0.18771626   
  3.930122       3.557    0.16982202   
  -0.3200362     3.5571   0.21578968   
  -2.1144805     3.5572   0.20262185   
  3.875518       3.5573   0.1844537    
  3.7957044      3.5574   0.18914193   
  0.1962532      3.5575   0.19018328   
  3.3649979      3.5576   0.19154134   
  0.33614808     3.5577   0.1949934    
  -2.876004      3.5578   0.20149378   
  4.1546235      3.5579   0.19668104   
  -0.8115482     3.558    0.19729695   
  0.80295795     3.5581   0.18763742   
  0.77572596     3.5582   0.18726724   
  -0.84975016    3.5583   0.19136977   
  -0.10066055    3.5584   0.19020101   
  3.8021708      3.5585   0.17739253   
  4.920121       3.5586   0.19582093   
  -5.088606      3.5587   0.23575269   
  -2.4541383     3.5588   0.25512874   
  0.2801877      3.5589   0.22808655   
  -2.139745      3.559    0.23315623   
  -2.537586      3.5591   0.23677996   
  -4.417014      3.5592   0.23188096   
  3.7535677      3.5593   0.19889751   
  5.6315756      3.5594   0.18298677   
  1.8833058      3.5595   0.1807168    
  0.5089226      3.5596   0.20335065   
  2.9283717      3.5597   0.1922449    
  0.92873776     3.5598   0.20406388   
  3.207841       3.5599   0.20653251   
  -0.64882404    3.56     0.1989236    
  -0.57612765    3.5601   0.21690601   
  2.5340261      3.5602   0.19386089   
  0.7180446      3.5603   0.18925509   
  3.3642182      3.5604   0.17819692   
  2.3203287      3.5605   0.18954892   
  0.6681212      3.5606   0.20654264   
  1.2514725      3.5607   0.20089957   
  2.7055974      3.5608   0.20988557   
  2.1450212      3.5609   0.21699814   
  1.0865448      3.561    0.22985359   
  5.274991       3.5611   0.2309152    
  0.99498314     3.5612   0.21788593   
  -1.7501438     3.5613   0.24400674   
  -0.25788733    3.5614   0.256306     
  -0.8547451     3.5615   0.24227595   
  0.85943484     3.5616   0.22044231   
  1.3275248      3.5617   0.21776891   
  -0.32171607    3.5618   0.21543379   
  -1.6555878     3.5619   0.24910326   
  1.2843841      3.562    0.23016791   
  4.771219       3.5621   0.20501305   
  -3.8846946     3.5622   0.23006953   
  1.4250984      3.5623   0.2163637    
  4.3828287      3.5624   0.19434038   
  1.3432246      3.5625   0.22709972   
  -1.2193586     3.5626   0.26697743   
  -0.17865591    3.5627   0.27085188   
  -2.861158      3.5628   0.31996897   
  -4.7749653     3.5629   0.31182322   
  2.9491813      3.563    0.29271328   
  2.8583138      3.5631   0.26986596   
  -1.4204444     3.5632   0.33972788   
  4.156787       3.5633   0.27841067   
  2.0560246      3.5634   0.30407006   
  -1.8611522     3.5635   0.3016881    
  -0.018821409   3.5636   0.28929853   
  2.6287792      3.5637   0.26037484   
  2.6900392      3.5638   0.25325194   
  1.2589775      3.5639   0.26721245   
  -1.2225387     3.564    0.30415422   
  0.18015905     3.5641   0.33071408   
  -1.6428003     3.5642   0.39458993   
  -1.696502      3.5643   0.43253678   
  0.11129115     3.5644   0.40167764   
  -0.53585076    3.5645   0.40354684   
  -0.14672606    3.5646   0.39540327   
  -3.5419757     3.5647   0.4506415    
  -1.0184888     3.5648   0.4559409    
  1.6002941      3.5649   0.41087282   
  0.68473065     3.565    0.40637147   
  -0.93061405    3.5651   0.41104814   
  -2.6228423     3.5652   0.4641339    
  -2.0879538     3.5653   0.47495124   
  -3.767542      3.5654   0.5179532    
  -1.5145845     3.5655   0.4847951    
  2.6067655      3.5656   0.40415904   
  1.6623328      3.5657   0.4075813    
  1.0263566      3.5658   0.4734805    
  -0.3570812     3.5659   0.50184375   
  0.85051477     3.566    0.45256478   
  1.0687824      3.5661   0.46957058   
  -0.09908642    3.5662   0.49751404   
  0.79629886     3.5663   0.50667834   
  2.929036       3.5664   0.45676705   
  1.5032064      3.5665   0.46637723   
  0.94515914     3.5666   0.53353083   
  2.1357653      3.5667   0.5075968    
  2.6202536      3.5668   0.52232766   
  0.7171956      3.5669   0.56566405   
  -0.48229215    3.567    0.62667215   
  2.0454488      3.5671   0.5257428    
  1.8826693      3.5672   0.5200696    
  1.0164641      3.5673   0.5312468    
  2.6416864      3.5674   0.4954674    
  5.0909214      3.5675   0.44438004   
  2.9076905      3.5676   0.48955625   
  1.0741447      3.5677   0.58826536   
  -0.009233156   3.5678   0.62666285   
  1.1805545      3.5679   0.60311025   
  1.8655163      3.568    0.5821468    
  0.017970966    3.5681   0.6163397    
  2.3565328      3.5682   0.5683469    
  1.908866       3.5683   0.56849134   
  3.3547642      3.5684   0.49687898   
  3.3611825      3.5685   0.5426839    
  2.1494632      3.5686   0.5656957    
  2.5860612      3.5687   0.59414524   
  0.54170585     3.5688   0.66557443   
  -0.3695793     3.5689   0.74454415   
