wavelengths obs_spec1d_cal
7397.44437534897 0.0677329117310214
7416.4854358648645 0.010461143884103572
7435.526496380758 0.0028621268237598863
7454.567556896651 0.0013767273465328594
7473.608617412544 0.0009938157264286777
7493.171330850423 0.0008858626779406616
7512.997614904183 0.0008931564588274248
7532.823898957942 0.0009511866272939832
7552.650183011702 0.001017088099261841
7572.476467065462 0.001062982655491655
7592.831919394056 0.0010850562367736329
7613.510975354476 0.001093060544050952
7634.190031314896 0.0010957471623214816
7654.869087275315 0.0010961481274469496
7675.548143235735 0.001095464809753592
7696.91987294788 0.0010944604489781693
7718.481634488057 0.001092620360036031
7740.043396028233 0.0010910952361831384
7761.605157568408 0.0010892909582579527
7783.292790493497 0.0010878656680929533
7805.711539122126 0.0010854152084508106
7828.130287750755 0.001083298044653393
7850.549036379384 0.0010804620840860171
7872.967785008013 0.0010782241214028882
7895.997482580254 0.0010752834158313023
7919.306406417621 0.0010725141220817756
7942.615330254989 0.0010692428083470794
7965.924254092357 0.0010663063024139786
7989.584674187945 0.0010632547108621543
8013.780941426937 0.001059625482112666
8037.9772086659295 0.0010558439454093787
8062.173475904921 0.0010527122785943522
8086.612028200302 0.0010492677083085713
8111.728645575857 0.0010454419822614495
8136.845262951412 0.001042176343038209
8161.961880326968 0.0010383143500089715
8187.336666027866 0.0010350008731193324
8213.36934148787 0.0010309248671979447
8239.402016947875 0.0010269618761286274
8265.434692407878 0.0010213892850873675
8291.885006995815 0.0010135323965704038
8318.865787025417 0.0010032215907011277
8345.846567055021 0.0009947628570353155
8372.827347084625 0.0009932061364551483
8400.50028360829 0.0009896891619478327
8428.4238545441 0.0009895571094746898
8456.347425479911 0.0009902720402651885
8484.419988937614 0.0009749001035791439
8513.317665877974 0.0009660063048607672
8542.215342818336 0.0009302964375613033
8571.113019758695 0.000974251466549657
8600.681353505273 0.0009802407498164648
8630.54753364247 0.000994486051670586
8660.413713779664 0.0009905216503156775
8690.623585830761 0.0009969008789819643
8721.488294230528 0.0009882122445355951
8752.353002630296 0.0009933488183706727
8783.321056832558 0.0009854004732090624
8815.17707179419 0.0009814185829847858
8847.033086755826 0.0009834424840593713
8878.88910171746 0.0009744408478591549
8911.729588114951 0.0009525445961099259
8944.60564593794 0.000975064697117308
8977.481703760928 0.0009793765131353703
9011.29188692989 0.0009677799488624003
9045.179559486174 0.0009578600249793623
9079.067232042456 0.0009492309702415017
9113.965338795135 0.0009631885565465293
9148.892045255598 0.0009622498673733089
9183.931308447622 0.0009552603613624211
9219.8874706611 0.0009384328457468907
9255.84363287458 0.000927111381836646
9292.146171478544 0.0009107442189267229
9329.157806739673 0.0009343062908900097
9366.169442000804 0.0009369658609328371
9403.835463170468 0.0009331653514864369
9441.891911504477 0.0009289243920982967
9479.948359838487 0.0009229026703494553
9519.072458214074 0.0009105057277078224
9558.198007290852 0.0008966550080099897
9597.79144664852 0.0008769219784033658
9637.973733946883 0.0008892044790475887
9678.156021245246 0.0008984045748237293
9719.36838790542 0.0008951114169887084
9760.630298860351 0.0008910532473287534
9802.45812874998 0.000886156118839064
9844.78667011309 0.0008813261365246579
9887.298021558963 0.0008764957454560586
9930.714103914446 0.00087090512723976
9974.13018626993 0.0008641915418355541
10018.473854368216 0.0008537649715283314
10062.962537023961 0.0008414068766367598
10108.124861037515 0.0008258696432079905
10153.705277209694 0.0008322581409320151
10199.740689689377 0.000837660609188845
10246.396458489133 0.0008338603620572436
10293.358073792675 0.000829079130397358
10341.107104566268 0.0008243784801976737
10389.055530566491 0.0008190394792174537
10437.879627206512 0.0008137145118343417
10486.853625497659 0.000808421942161176
10536.769475448007 0.0008030184582233404
10586.828860406995 0.000797544528755523
10637.816411662352 0.0007917270447443089
10688.99151024461 0.0007848270417101907
10741.065229062506 0.0007785093359577363
10793.408055787077 0.0007724386086484757
10846.548332566186 0.0007675985940660824
10900.088621363386 0.0007579977922061313
10954.308545210688 0.000745648275899222
11009.083987889631 0.0007300586466148675
11064.359705817087 0.0007353194009480595
11120.400008154618 0.0007404613921486496
11176.742018509154 0.0007370485433335902
11234.068760496266 0.0007318473036901814
11291.666748129172 0.0007263327825949323
11350.109948343159 0.00072102819154058
11409.051996437362 0.0007154605128700741
11468.516249250206 0.0007102239021737902
11528.820807612015 0.0007045261698212069
11589.482088217233 0.0006992225113467235
11650.99723538111 0.0006934237655197579
11713.048886370716 0.0006878547355617087
11775.579127145409 0.0006825326526062783
11839.030673814437 0.0006770245943627027
11902.904975172869 0.000671938153105267
11967.419936822595 0.0006675846973430371
12032.712160623214 0.0006642474796566438
12098.46243990127 0.0006596409957346577
12164.913956359353 0.0006550760585496522
12232.091356729909 0.000649597406501285
12299.754284284169 0.000643983240111979
12368.086919015013 0.0006383390328716913
12437.173534956517 0.0006327084693071867
12506.767431349326 0.0006272825504037806
12576.925568171062 0.0006216360435574784
12647.928705866663 0.0006155817408030147
12719.45386021075 0.000608676602669322
12791.511617000053 0.0005992401714617166
12864.287156391796 0.0005917203664679016
12937.72703586126 0.0005827114508553163
13011.698720272005 0.0005847866700432427
13086.20809698245 0.0005820191378980652
13161.465623576112 0.0005768327357795206
13237.314793425992 0.0005713599283412682
13313.698993564984 0.0005658435236515679
13390.622985961267 0.0005603493665568807
13468.193118088902 0.0005545860979184945
13546.392117412417 0.0005490874613778963
13625.112161700545 0.0005433892767907544
13704.353902878396 0.0005376496160362248
13784.11893122857 0.0005319591677976354
13864.527196106848 0.0005255678391824056
13945.473073503555 0.0005190479225700218
14027.042116748373 0.0005115231811343524
14109.042829287575 0.0005051611664512387
14191.273442258747 0.0004994219741127133
14274.216850753794 0.0004936733249576729
14357.709896306282 0.0004886378097891637
14441.658856954164 0.00048371974215923367
14526.059001869207 0.0004785898778933721
14610.900620747232 0.00047328191951177714
14696.173043992514 0.0004679372024318771
14781.874141567376 0.0004620305636440791
14868.052687511647 0.0004552231404184191
14954.640522180736 0.000447844413846449
15041.610229316988 0.0004414322594712593
15128.960885169643 0.00043620599993307406
15216.677402165153 0.00043194958843544804
15304.74366875804 0.0004277943621302852
15393.158527693986 0.0004236757070454591
15481.90062028118 0.0004200262779330624
15571.00033706821 0.0004151550469738776
15660.408673324566 0.00041289843309193485
15750.109535355597 0.0004106400940900424
15840.086170742845 0.00040306340573901763
15930.332614703844 0.00040000046164251796
16020.822804252513 0.00039132818606906036
16111.549734323184 0.00039249413381120155
16202.525715908005 0.0003892203008997595
16293.706142524517 0.00038379060306670254
16385.093814900156 0.0003791545430667832
16476.679943451378 0.0003733341839473503
16568.454659132203 0.0003654476338672433
16660.39200112778 0.00036688240530842236
16752.46552084054 0.0003596195786168923
16844.699553864837 0.00035223492195516915
16937.063098982064 0.0003426887190639349
17029.53370434077 0.00034380069236200747
17122.108203348605 0.00034295815668354085
17214.777420412865 0.0003372934262695603
17307.527016478267 0.00032657763775430893
17400.34889066343 0.0003180897152751432
17493.23088678834 0.0003060701078349743
17586.161779371832 0.00030759121159803647
17679.129017001203 0.00030692785842343924
17772.124825646784 0.0003021586187061212
17865.135027680182 0.00030637974144361816
17958.155221909958 0.0003341063705753222
18051.19883847431 0.00040733726663159974
18144.187789058888 0.0005721233800794964
18237.168861842118 0.0009927104198225968
18330.158516783373 0.002396065124100242
18423.140685966555 0.009468155457410784
18516.114151627127 0.07067459864726154
18609.081761739464 inf
