wavelengths obs_spec1d_cal
7407.2250690243845 0.015474368199878186
7426.266129540278 0.003056294776451926
7445.307190056171 0.0011065963163078886
7464.348250572065 0.000664191028257459
7483.529080973211 0.0005541757805236811
7503.3553650269705 0.0005509834332499435
7523.1816490807305 0.0005902381992094887
7543.0079331344905 0.0006597395269103777
7562.834217188249 0.0007511069397027183
7582.77493522826 0.0008029116594922792
7603.45399118868 0.0007502915615311304
7624.1330471491 0.0006751622345632063
7644.81210310952 0.0006340560314331071
7665.491159069939 0.0005762463904216922
7686.433596649231 0.00048054921928841613
7707.995358189407 0.0004504474735452197
7729.557119729582 0.0005130564594196317
7751.118881269758 0.0005921844291591413
7772.6806428099335 0.0006122199164770222
7794.808478537222 0.0006242894002824978
7817.227227165851 0.0006915911882161973
7839.64597579448 0.0007409042256608992
7862.064724423109 0.000743350109544051
7884.661497107666 0.0008099122410552674
7907.970420945035 0.000864893196693993
7931.2793447824015 0.0008632059115767841
7954.588268619769 0.0008959493742107159
7977.897192457137 0.0009800179002139148
8002.013408278437 0.0010292050640434123
8026.209675517431 0.001060043734356977
8050.4059427564225 0.0011048422935575428
8074.602209995415 0.0011558037579910397
8099.51351236437 0.0012500293047328823
8124.630129739926 0.001354080496951488
8149.7467471154805 0.001462512817986905
8174.863364491036 0.001534956560248914
8200.708695595928 0.0014483489121638494
8226.741371055932 0.0013847525914897365
8252.774046515937 0.001462201833430337
8278.80672197594 0.001453021642100069
8305.74404307067 0.0014143043625426978
8332.724823100274 0.0013947101412330725
8359.705603129878 0.0014165754480897999
8386.92002582034 0.001418142604789647
8414.843596756153 0.0013910600612530482
8442.767167691962 0.0012954089691004954
8470.690738627773 0.0010225173628294504
8499.263664574735 0.0008572759124177293
8528.161341515097 0.0008648411605520325
8557.059018455457 0.0009344086078510395
8586.15633353785 0.0010407039418633772
8616.022513675045 0.001103678482890864
8645.88869381224 0.0011718401198720033
8675.754873949436 0.0012174369942471717
8706.47765330705 0.0012697820720221798
8737.342361706818 0.001379086716187844
8768.207070106586 0.001483269208244873
8799.684322092866 0.0015924254760992507
8831.5403370545 0.0017053803664214614
8863.396352016132 0.0017239854467470356
8895.740754118255 0.0016247479439308549
8928.616811941241 0.0016831805183036496
8961.49286976423 0.0017797017167816482
8994.811067545943 0.0018012898120366807
9028.698740102227 0.0018976587067360035
9062.586412658511 0.00206638558580343
9096.979199074416 0.0022939373964149207
9131.905905534879 0.002447711170360993
9166.832611995342 0.002583994930525126
9202.40066881019 0.002666012462786237
9238.35683102367 0.0024116351587859506
9274.312993237148 0.0020608891931245344
9311.157689592943 0.0019353384641263996
9348.169324854072 0.001955857507692521
9385.327215065037 0.0020050053252908704
9423.383663399047 0.0020233569947740847
9461.440111733056 0.0021306144739505965
9500.044267164329 0.002249544423231175
9539.169816241107 0.002378200744414297
9578.295365317887 0.0025209736937744833
9618.43161230078 0.002643725849800259
9658.613899599144 0.002733062381225904
9699.301205635667 0.002834685866864567
9740.563116590598 0.0028724082575817024
9781.872204950325 0.0027932372831561223
9824.200746313434 0.0029118306686175288
9866.529287676545 0.0030486486256684703
9909.599269000042 0.003005884859927626
9953.015351355525 0.0029249885079694056
9996.837374546201 0.003035952013997386
10041.326057201946 0.0030981535188041504
10085.95743112237 0.0031452720201138634
10131.537847294549 0.0033306375034997658
10177.118263466728 0.0033386563841709196
10223.706045108549 0.0032867865143942636
10270.361813908305 0.003301104189853705
10317.884997747598 0.0032807426935006863
10365.634028521192 0.0033080690730763317
10414.13467638488 0.0033575051616670107
10462.958773024902 0.003507793366091508
10512.493564906747 0.0036007524560428905
10562.409414857095 0.0037038647418151313
10613.019293427878 0.0038472314266484193
10664.006844683237 0.003954866942443511
10715.73986766264 0.004123319240160581
10767.813586480539 0.004232831069037481
10820.704264870039 0.0042683559293984034
10873.844541649149 0.004332289329563367
10927.939405504956 0.004451953340990543
10982.201376758183 0.004496553912744068
11037.477094685639 0.004396221993040971
11092.998819865888 0.004265909905907906
11149.340830220424 0.004316451698002281
11206.159268345607 0.004342964318204656
11263.546447294666 0.004339390472673838
