wavelengths_angstrom spec1d_cal_photlam spec1d_cal_opt_photlam
7369.341946526093 -inf 
7388.728532882521 -0.00013739906052009625 0.0004160681093664402
7408.115119238951 3.038740292210001e-05 9.405162491017813e-05
7427.5017055953795 1.536192555348306e-05 5.01056298118445e-06
7446.888291951809 3.282078728256938e-07 -1.2692617518245183e-06
7466.274878308237 -1.230378217812659e-06 -7.956569903294307e-07
7485.661464664667 -7.49490659603496e-08 9.150297703573893e-08
7505.0480510210955 3.9674142761877e-09 5.6948129675372575e-08
7524.434637377525 1.420751387479581e-07 8.794701708623653e-08
7543.821223733954 -3.1950309733390925e-08 -6.892537961815887e-10
7563.207810090382 -8.374476515417587e-08 5.166650551919355e-09
7583.630859569227 -2.0346508705425897e-07 -9.271850984033093e-08
7604.612876235701 2.2902282245790852e-08 1.0822615545179575e-08
7625.594892902176 -1.1036979894893234e-07 -4.185070835546419e-08
7646.576909568649 -8.156815008193634e-08 1.3315172658626768e-08
7667.558926235123 2.6696110265596202e-08 6.629022682987803e-08
7688.540942901597 -7.091809470925557e-08 5.719855373904337e-09
7709.522959568071 1.0877385460126178e-08 5.393903802419148e-08
7730.504976234544 -1.0557847748727474e-07 -6.478342172514437e-08
7751.486992901019 -5.660962441485343e-08 -7.681892105774269e-08
7773.452077003429 4.0028093740485215e-08 1.150082086297455e-08
7796.088333905539 -6.155161233521317e-08 4.337549078710711e-09
7818.724590807651 4.996248312284893e-09 1.2683140934386201e-08
7841.360847709761 3.416947166700962e-08 3.038469979128915e-09
7863.997104611872 2.5816575162536817e-08 4.5029899624234474e-08
7886.633361513982 -2.2591708452073907e-10 -6.502337521089581e-09
7909.269618416093 -4.2756018111852535e-08 6.46003074657667e-08
7931.9058753182035 -9.661848976193553e-08 -6.311552557882285e-08
7954.882123356891 1.1461094067149936e-07 5.788039631210202e-08
7979.212766582145 -8.507540207358053e-09 3.620193700238943e-08
8003.543409807398 -8.102771190398902e-08 -4.150532225570535e-08
8027.874053032652 7.169999436558254e-09 -5.19871286755455e-10
