wavelength,flux_photlam
10003.49,5.74376620849656e-07
10014.49,-3.4262381999323403e-07
10025.49,3.451505142377496e-07
10036.49,2.254756785548876e-07
10047.49,9.936411466547305e-07
10058.49,2.5254414855128316e-07
10069.49,-3.738067394488414e-07
10080.49,-4.06841853549754e-07
10091.49,8.850551615830878e-07
10102.49,7.042957365855406e-07
10113.49,3.632433903531772e-07
10124.49,-5.629395354656084e-07
10135.49,-3.1737382739273625e-07
10146.49,8.335764099951789e-07
10157.49,-1.838621252078343e-07
10168.49,2.9406067985753616e-07
10179.49,-1.5507887973253947e-07
10190.49,5.724974792442776e-07
10201.49,4.372964637672347e-07
10212.49,-1.837451566606354e-07
10223.49,9.590507444679727e-07
10234.49,5.017815347564091e-07
10245.49,-2.7920714070230913e-07
10256.49,1.054510533834778e-06
10267.49,3.294675367821177e-07
10278.49,-3.2174325364624485e-08
10289.49,-1.4766403331375e-08
10300.49,-9.265757188286689e-08
10311.49,-3.5938123514401827e-07
10322.49,3.992725322167877e-08
10333.49,-1.8126840015801344e-07
10344.49,-3.6851894813588014e-07
10355.49,-3.08522253033173e-07
10366.49,1.756072299744775e-07
10377.49,-7.234506618985375e-07
10388.49,4.2898709004632673e-07
10399.49,4.0205335689540655e-07
10410.49,3.6660770678085565e-07
10421.49,-1.3627987062015557e-07
10432.49,6.937918360543943e-07
10443.49,1.1202923769827956e-06
10454.49,-3.8000514955636486e-07
10465.49,6.598859641497515e-07
10476.49,-9.536228495579775e-07
10487.49,-3.067341033706405e-09
10498.49,-3.79890115569721e-07
10509.49,4.3488317463516625e-07
10520.49,-2.7402733415622585e-07
10531.49,-4.471960597584009e-07
10542.49,5.308151733802561e-07
10553.49,1.083458304262074e-06
10564.49,8.214073637254282e-07
10575.49,4.987014754087149e-07
10586.49,-2.748834000204326e-07
10597.49,-2.728561812139358e-07
10608.49,-1.5093886858383217e-07
10619.49,-3.270103538149436e-07
10630.49,9.109392882412376e-10
10641.49,1.6232831463109174e-07
10652.49,-9.325883110626916e-08
10663.49,2.867629381637825e-07
10674.49,-2.927344668164311e-07
10685.49,-1.6023642315645363e-07
10696.49,-1.5601335308343375e-08
10707.49,5.553271814789241e-07
10718.49,-1.1076184597706073e-07
10729.49,-1.7229103073995387e-08
10740.49,4.175044172555173e-07
10751.49,1.129714985163954e-07
10762.49,3.271221894309512e-07
10773.49,7.173647774615203e-07
10784.49,-3.3871615932613637e-07
10795.49,1.6597122946985114e-07
10806.49,1.2810307452403008e-06
10817.49,-2.3297456987905382e-08
10828.49,7.905590980229084e-07
10839.49,4.834134507342406e-07
10850.49,9.46027926209473e-07
10861.49,1.0455708889533981e-06
10872.49,-1.0285163279221581e-07
10883.49,3.7492006902862374e-07
10894.49,7.888604532524726e-07
10905.49,4.791640577201691e-07
10916.49,3.023026906932095e-07
10927.49,6.90674148643629e-07
10938.49,4.1217386754821356e-07
10949.49,5.807047908653453e-07
10960.49,1.0032611604025138e-06
10971.49,4.278975633088568e-08
10982.49,1.3217821525523458e-06
10993.49,3.104936189125434e-07
11004.49,-3.4393599893721044e-07
