# flux          loglam   ivar         
  2.1640773     3.5741   0.38228667   
  4.245135      3.5742   0.3531293    
  1.2970409     3.5743   0.43558845   
  -1.8078852    3.5744   0.53985906   
  3.6593893     3.5745   0.47456503   
  2.173778      3.5746   0.45535684   
  0.644363      3.5747   0.4309317    
  2.928936      3.5748   0.43114215   
  4.6405373     3.5749   0.4237618    
  5.048329      3.575    0.42062816   
  0.9960792     3.5751   0.46862713   
  1.283688      3.5752   0.50590545   
  1.6164652     3.5753   0.4744377    
  1.2020233     3.5754   0.50674003   
  2.3991585     3.5755   0.5073646    
  0.8303228     3.5756   0.50608486   
  2.2182202     3.5757   0.5157582    
  0.53789985    3.5758   0.48842308   
  1.0363675     3.5759   0.5420181    
  3.8306777     3.576    0.44943482   
  3.4881368     3.5761   0.48402518   
  1.800115      3.5762   0.50842524   
  4.6122265     3.5763   0.52251023   
  0.65959114    3.5764   0.542738     
  1.7977315     3.5765   0.49452505   
  7.579611      3.5766   0.3837388    
  7.888677      3.5767   0.34058496   
  9.175799      3.5768   0.3394915    
  7.875919      3.5769   0.3741083    
  7.2998586     3.577    0.39983556   
  7.595485      3.5771   0.40404314   
  4.339984      3.5772   0.45718774   
  -2.2418134    3.5773   0.63344693   
  -0.05063389   3.5774   0.59738344   
  4.41026       3.5775   0.5261835    
  3.999815      3.5776   0.53478765   
  1.7827591     3.5777   0.6178869    
  1.4772305     3.5778   0.6881868    
  2.5517018     3.5779   0.6711007    
  1.7751633     3.578    0.6311412    
  0.97992       3.5781   0.6911126    
  1.3680358     3.5782   0.68751717   
  0.51213455    3.5783   0.7301603    
  1.1803944     3.5784   0.7306191    
  5.0628815     3.5785   0.600711     
  2.621446      3.5786   0.65645134   
  0.81185824    3.5787   0.7899746    
  1.8451225     3.5788   0.7312351    
  1.1455127     3.5789   0.78014064   
  0.3927258     3.579    0.7627254    
  2.2778602     3.5791   0.70759666   
  -0.7164635    3.5792   0.74970037   
  1.0438862     3.5793   0.7072006    
  1.4147847     3.5794   0.72188044   
  3.1137197     3.5795   0.6306812    
  4.4693694     3.5796   0.6900194    
  1.8307593     3.5797   0.77205384   
  1.5567789     3.5798   0.8616291    
  -1.6057606    3.5799   0.9444604    
  2.6790452     3.58     0.6388774    
  3.8096654     3.5801   0.6767376    
  0.2850264     3.5802   0.813805     
  1.0417832     3.5803   0.9093108    
  2.6882548     3.5804   0.8940315    
  2.1011624     3.5805   0.8347092    
  3.3878706     3.5806   0.8501125    
  1.9510044     3.5807   0.87174714   
  -0.15575528   3.5808   1.2026654    
  1.9900829     3.5809   0.9261821    
  1.2371925     3.581    0.8718472    
  1.6848978     3.5811   0.894874     
  0.6095098     3.5812   0.95799446   
  -0.21827063   3.5813   1.0733408    
  0.10100985    3.5814   0.91027004   
  0.835969      3.5815   0.77538496   
  2.9014359     3.5816   0.63313466   
  3.7591593     3.5817   0.5813191    
  3.941464      3.5818   0.63471586   
  2.9311025     3.5819   0.74291027   
  1.5427208     3.582    0.82145804   
  1.5687088     3.5821   0.8086548    
  2.4344234     3.5822   0.81408936   
  1.4427338     3.5823   0.90468013   
