## Stellar spectra for Roman Slitless Spectroscopy Data Challenge 2: Group 01, Star ID 00
## ========================================================================
## Spectra generated from interpolating the grid of PHOENIX spectral
## library using pysynphot. The astrophysical parameters are taken randomly
## from the Gaia Data Release 3 golden sample of astrophysical parameters
## (Creevey et al. 2023). The tables are joined with the distance catalogue
## of Bailer-Jones et al. 2021. Only sources fainter than G = 17
## are taken, and only sources in the following table is taken:
## gold_sample_oba_stars, gold_sample_fgkm_stars.
## ========================================================================
## GDR3_ID = 2963625462574777088 / GDR3 identifier
## INDEX   = 9 / index in the gdr3_gold_sample.pkl file
## LOG_T   = 3.503431797 / log10 effective temperature in K
## LOG_L   = nan / log10 luminosity in solar luminosity
## R       = nan / stellar radius in solar radius
## MH      = -0.453500003 / metallicity
## DIST    = 162.471038818 / photogeometric distance in pc
## G_MAG   = 18.493772507 / G-band magnitude
## G_FLUX  = 7.541156715e+02 / G-band mean flux in counts/s
## A_0     = 1.008100033 / Monochromatic absorption A0
## flux_photlam is the PHOENIX luminosity normalized by the measured G-band
## flux after the flux is convolved with the bandpass. Extinction is applied
## beforehand using the inferred A_0 and the Fitzpatrick (1999) extinction curve.
wavelength,flux_photlam
7000.205109012584,0.0002379444592466512
7000.3975228505815,0.00023474049400608462
7000.70158521532,0.00023209299511821655
7000.910136419176,0.0002504314832356493
7001.198096629699,0.000272081478200367
7001.4227875245915,0.00027751866240273914
7001.694643258189,0.00028258028651588713
7001.93547616957,0.0003045853773054271
7002.191225103316,0.0003327588521906163
7002.448202356867,0.0002500593102868743
7002.68784216755,0.00017503540052919684
7002.96096608924,0.00024673011654434207
7003.18449445341,0.0003019443189911321
7003.47376736943,0.00030669544393197636
7003.681181963385,0.0003099617701870989
7003.986606200179,0.00037933296233101454
7004.177904699976,0.0004259568059559835
7004.499482584245,0.00033801125089865107
7004.67466266568,0.00028858260915059705
7005.012396524384,0.0002647644739820081
7005.171455862996,0.00025451216827560784
7005.52534802334,0.0002634652313197072
7005.668284294422,0.0002660232220525434
7006.0383370838545,0.0003061199133334498
7006.165147962458,0.0003179572611075851
7006.551363708694,0.00031220884392625144
7006.662046869602,0.00031103975168917406
7007.064427900601,0.00035889564851288757
7007.158981018353,0.0003709034624531536
7007.57752966232,0.00021084346106705384
7007.655950411213,0.0001823165518321162
7008.090668996609,0.0002926560639749235
7008.152955050678,0.00030665084357602007
7008.603845906226,0.0003109468369492584
7008.649994939251,0.0003126105594601916
7009.117060393915,0.0003269913060630514
7009.14707007943,0.0003272246884598577
7009.630312462423,0.0003542512713801283
7009.644180473715,0.0003549720854522008
7010.141326124608,0.00025224889334967576
7010.143602114506,0.00025226438258954304
7010.638507034609,0.0002608551578470197
7010.656929352925,0.0002575791303380798
7011.135723206217,0.00017282441670327675
7011.170294180425,0.00019089579901114664
7011.632974641935,0.000446156744120173
7011.68369659975,0.0004233111011855402
7012.130261344263,0.00021050499993530294
7012.197136613662,0.00021098267776825338
7012.627583315702,0.0002011701388907885
7012.7106142249195,0.00021096008543081273
7013.124940558747,0.0002839150525096903
7013.224129436269,0.00029872580937643855
7013.62233307592,0.00033747017923286605
7013.7376822504575,0.0003099657308276971
7014.119760869696,0.00022836055061761939
7014.251272670243,0.00022586094571259532
7014.617223942603,0.0002186680021662434
7014.76490069839,0.0002739808203604311
7015.114722297117,0.00040892206206768144
7015.278566337643,0.00035691146481381326
7015.612255935767,0.0002389685779208067
7015.792269590749,0.00029359550517974587
7016.109824861028,0.00039869597162498334
7016.30601046047,0.0003571211095201158
7016.607429075423,0.00029482969112935755
7016.819788949568,0.00024307488877210493
7017.105068581449,0.00016561405678919484
7017.3336050607895,0.00025499738925253106
7017.602743381608,0.00036769303161723676
7017.847458796883,0.0002934526810311248
7018.100453478403,0.00021427740660378872
7018.3613501606105,0.0003235356629915211
7018.598198874339,0.00042583318721123347
7018.875279154736,0.0004539570519560817
7019.095979571917,0.00046542990248603193
7019.389245782005,0.00038813301588866585
7019.593795573644,0.00034959500459924445
7019.9032500451685,0.000414946073009668
7020.09164688202,0.0004467810957762257
7020.417291946988,0.0004137965190174032
7020.589533499551,0.0003960971423691883
7020.931371490229,0.00040912338002360097
7021.087455428742,0.00041521150431631583
7021.445488677638,0.0003725008922263456
7021.585412672097,0.00035243050284346645
7021.9596435119665,0.0003349730932063269
7022.08340523212,0.0003367062692535361
7022.473835995985,0.00029352193605513557
7022.581433111315,0.0002796324180470172
7022.988066132441,0.00039063441272645653
7023.079496312189,0.0004092962707485565
7023.502333924089,0.00022559791237066027
7023.577594837246,0.00020088088087398838
7024.016639373689,0.00037676754102502775
7024.07572868899,0.0003953325799966193
7024.530982484009,0.00024866956636359787
7024.573897869929,0.000237004541923086
7025.045363257798,0.00036668691424993766
7025.072102382567,0.00037390476449085863
7025.559781697807,0.0003815441886571719
7025.570342229411,0.00038164629617326975
7026.068617412966,0.000459842625030205
7026.074237806801,0.0004576464425271856
7026.566927935732,0.0002525200112894605
7026.588731587546,0.0002502264466528939
7027.065273800235,0.00021534152232322243
7027.103263042794,0.00021781086689431336
7027.563655008955,0.0002274539546527652
7027.617832175296,0.0002391280589098926
7028.062071564426,0.00035982055233708255
7028.132438987817,0.0003642372733592125
7028.560523469127,0.0003728827531068731
7028.647083483126,0.00037738814835687435
7029.059010725593,0.00042089396711671027
7029.161765663973,0.0004344096564463181
7029.557533336304,0.00047113717795400987
7029.67648553311,0.0004136720516800895
7030.056091303787,0.00022671937489080176
7030.191243093306,0.00029607818207669966
7030.554684630544,0.0004963861330576912
