wavelengths_angstrom spec1d_cal_photlam spec1d_cal_opt_photlam
7371.480595091695 inf inf
7390.867181448125 0.07686746896667858 0.07005118393415347
7410.253767804554 0.008751412398207436 0.008262981918844786
7429.640354160983 0.0022632281428152756 0.0027641766664101104
7449.026940517411 0.0012284780391867355 0.0015716491907795782
7468.413526873841 0.0009331490061085515 0.0011556572640129986
7487.80011323027 0.0008662759939470585 0.0009656023277200959
7507.186699586699 0.0008652501126692094 0.0009036447773131477
7526.573285943127 0.0008769714703582997 0.0009023837165305654
7545.959872299556 0.0008992466557955657 0.0009264469215767308
7565.346458655986 0.0009205968234877919 0.0009550824779375269
7585.945509452513 0.0009241677608327809 0.0009678084569225388
7606.927526118986 0.0009330872463150524 0.000977167008386888
7627.909542785461 0.0009389481080146627 0.0009891053611770031
7648.891559451935 0.0009361902602712142 0.0009915477443946511
7669.873576118409 0.0009369710632962063 0.0009961902922846896
7690.855592784883 0.0009316509151274532 0.0009910673515043731
7711.837609451356 0.0009286889547511818 0.0009894408302638371
7732.819626117831 0.0009455727785858718 0.0009977523371106534
7753.801642784304 0.0009336760876724298 0.0009929557137645117
7775.949215873794 0.000933178687944474 0.0009897394845260225
7798.585472775904 0.0009380022086696816 0.0009968543857804598
7821.221729678015 0.000942743775515945 0.0010024349652631589
7843.857986580126 0.0009336586676087816 0.0009972598416440365
7866.494243482236 0.0009391969844569565 0.0010031515687850677
7889.130500384346 0.0009335500429541154 0.0009964868730841688
7911.7667572864575 0.000935903176423311 0.001003915921587375
7934.403014188568 0.0009332459904393682 0.0009964542981842418
7957.566179965786 0.0009295260530125173 0.0009956043346019288
7981.896823191039 0.0009438699649795496 0.0010106162263910728
8006.227466416294 0.0009326366456630579 0.001006110761682382
8030.558109641547 0.0009387710857861721 0.0010079847679225632
8054.8887528668 0.0009327249233029022 0.0010006272631444973
8079.219396092054 0.0009361218243944387 0.001008827644972982
8103.550039317307 0.0009362483697070311 0.001008214351699945
8127.880682542561 0.0009233061250814244 0.0009963572057485185
8153.088135244987 0.0009246899302967392 0.001000346446010767
8179.165790954492 0.000925340420344405 0.0009973975293572285
8205.243446663997 0.0009170581313940059 0.0009909232198734375
8231.321102373502 0.0009216373124587183 0.0009962026725536053
8257.398758083007 0.000915036471722522 0.0009877279730395594
8283.476413792512 0.0009067937411276541 0.0009791447681059017
8309.554069502017 0.0008969169884885793 0.0009735666014453872
8336.019669209265 0.0008877463850309925 0.0009690857290848658
8363.893696301915 0.0008831352495831373 0.0009646071938512835
8391.767723394565 0.0008747076883262006 0.0009536374458290365
8419.641750487215 0.0008769160482612458 0.0009567400213849311
8447.515777579865 0.0008740415710489068 0.0009533164676593353
8475.389804672515 0.000854312023276393 0.0009354056224492464
8503.263831765165 0.0007857069923442557 0.0008802845361829355
8531.874203191002 0.0008610270299914714 0.0009068078147773098
8561.591033479024 0.0008898217949063302 0.0009593217803112841
8591.307863767046 0.0008826975965924214 0.0009643694400883404
8621.02469405507 0.0008964198594220001 0.0009781979545836442
8650.741524343091 0.0008818604129585728 0.0009666095514498051
8680.458354631113 0.000885106046478978 0.0009762588480604888
8710.186303456861 0.0009221141785708711 0.0010019686824334125
8741.789184783242 0.0008807794358341568 0.0009752524323359635
8773.392066109622 0.0009029909994916204 0.0009824395749250413
8804.994947436002 0.0009449454695225459 0.0010242137465766405
8836.597828762382 0.0009102894327736711 0.001013675829657393
8868.200710088762 0.0008557084548095015 0.0009559230664667404
8899.803591415142 0.0009322568040686922 0.0009980679610418347
8933.318820772847 0.0009707231072315867 0.0010629108639854355
8966.846009498726 0.0009720826037171723 0.001059189750066111
9000.373198224606 0.0008777506665123778 0.0009951275189178355
9033.900386950487 0.0008874167920700395 0.0009769755819793592
9067.427575676365 0.0009516251162537161 0.001029041094250408
9101.59487805583 0.0009775715630025356 0.0010787293599034894
9137.081142347532 0.000983868438036776 0.0010821885828174178
9172.567406639233 0.000969087868805342 0.0010704469036047323
9208.053670930934 0.0008752567472508463 0.0010000435745437777
9243.539935222634 0.0008603104024767188 0.0009626733505247434
9279.026199514334 0.0009343266217797959 0.0010104722014369458
9316.446293786974 0.0009755834894203428 0.0010719688360892867
9353.920952827439 0.0009795578543587533 0.001085406679577397
9391.395611867902 0.0009868426174377675 0.0010828373468018367
