## Stellar spectra for Roman Slitless Spectroscopy Data Challenge 2: Group 02, Star ID 02
## ========================================================================
## Spectra generated from interpolating the grid of PHOENIX spectral
## library using pysynphot. The astrophysical parameters are taken randomly
## from the Gaia Data Release 3 golden sample of astrophysical parameters
## (Creevey et al. 2023). The tables are joined with the distance catalogue
## of Bailer-Jones et al. 2021. Only sources fainter than G = 17
## are taken, and only sources in the following table is taken:
## gold_sample_oba_stars, gold_sample_fgkm_stars.
## ========================================================================
## GDR3_ID = 5253181955801106816 / GDR3 identifier
## INDEX   = 92867 / index in the gdr3_gold_sample.pkl file
## LOG_T   = 3.913853168 / log10 effective temperature in K
## LOG_L   = 0.844620407 / log10 luminosity in solar luminosity
## R       = 1.310675859 / stellar radius in solar radius
## MH      = -0.124799997 / metallicity
## DIST    = 7065.518066406 / photogeometric distance in pc
## G_MAG   = 17.166681290 / G-band magnitude
## G_FLUX  = 2.560201892e+03 / G-band mean flux in counts/s
## A_0     = 0.866900027 / Monochromatic absorption A0
## flux_photlam is the PHOENIX luminosity normalized by the measured G-band
## flux after the flux is convolved with the bandpass. Extinction is applied
## beforehand using the inferred A_0 and the Fitzpatrick (1999) extinction curve.
wavelength,flux_photlam
7000.205109012584,0.0011350027183055793
7000.3975228505815,0.0011324538287444934
7000.70158521532,0.0011058422414529673
7000.910136419176,0.0010914249368310113
7001.198096629699,0.001117256008902291
7001.4227875245915,0.0011349401918861498
7001.694643258189,0.0011321221744212513
7001.93547616957,0.0011304961032908866
7002.191225103316,0.0011287293350234347
7002.448202356867,0.0011263562831267994
7002.68784216755,0.0011303502728017944
7002.96096608924,0.0011351857884399858
7003.18449445341,0.0011349473107383997
7003.47376736943,0.0011332117689890028
7003.681181963385,0.0011192924892849047
7003.986606200179,0.0010957191618536834
7004.177904699976,0.0011054005204782019
7004.499482584245,0.0011321094632756694
7004.67466266568,0.0011351159801132858
7005.012396524384,0.0011346344883584178
7005.171455862996,0.001122298020999541
7005.52534802334,0.0010928794825985743
7005.668284294422,0.0011025707635767636
7006.0383370838545,0.0011323482910407026
7006.165147962458,0.001130131798474408
7006.551363708694,0.0011197494232227355
7006.662046869602,0.001122651592371658
7007.064427900601,0.0011355636419615308
7007.158981018353,0.0011338311488378432
7007.57752966232,0.0011226048155199891
7007.655950411213,0.0011233059650896846
7008.090668996609,0.0011316190379114085
7008.152955050678,0.0011321599057575681
7008.603845906226,0.00113442099965753
7008.649994939251,0.0011342675503794406
7009.117060393915,0.0011317774038065388
7009.14707007943,0.0011318926889653078
7009.630312462423,0.001134603903345114
7009.644180473715,0.0011346179677894544
7010.141326124608,0.0011346034910622014
7010.143602114506,0.001134604929999832
7010.638507034609,0.0011349231451434389
7010.656929352925,0.0011349289454280088
7011.135723206217,0.0011350795108518723
7011.170294180425,0.0011350903825035892
7011.632974641935,0.0011352357327285793
7011.68369659975,0.0011351964901692862
7012.130261344263,0.0011310781349381641
7012.197136613662,0.0011305441784992328
7012.627583315702,0.0011315941092369822
7012.7106142249195,0.0011316607523120222
7013.124940558747,0.0011254884407901245
7013.224129436269,0.0011243054831874596
7013.62233307592,0.0011315416693295436
7013.7376822504575,0.001133426408793159
7014.119760869696,0.0011331358358674672
7014.251272670243,0.0011327724056074931
7014.617223942603,0.0011302525908995645
7014.76490069839,0.0011299293754913331
7015.114722297117,0.0011328062808405347
7015.278566337643,0.0011337699118327772
7015.612255935767,0.001133875469286441
7015.792269590749,0.001133930951659275
7016.109824861028,0.0011340295514141439
7016.30601046047,0.001134091348415202
7016.607429075423,0.0011341853836952605
7016.819788949568,0.00113389010528417
7017.105068581449,0.001133493323447804
7017.3336050607895,0.0011339536040590496
7017.602743381608,0.00113436150976626
7017.847458796883,0.001134067731205695
7018.100453478403,0.0011233907413909332
7018.3613501606105,0.001112186054568019
7018.598198874339,0.0011208855806411299
7018.875279154736,0.0011316649614310323
7019.095979571917,0.0011272770506239118
7019.389245782005,0.0011170522093011824
7019.593795573644,0.0011180769023276423
7019.9032500451685,0.0011290817378904272
7020.09164688202,0.0011324073276092114
7020.417291946988,0.0011329504219409507
7020.589533499551,0.0011330030808799408
7020.931371490229,0.001132988373136499
7021.087455428742,0.0011329822129430877
7021.445488677638,0.0011330916223274536
7021.585412672097,0.0011331353471421542
7021.9596435119665,0.0011332536717631916
7022.08340523212,0.0011332924398962353
7022.473835995985,0.0011334147436406789
7022.581433111315,0.001133448014734591
7022.988066132441,0.0011335737554620082
7023.079496312189,0.0011335994275156
7023.502333924089,0.0011333231152461703
7023.577594837246,0.0011147476907456776
7024.016639373689,0.0009939397701274532
7024.07572868899,0.0010065515973239276
7024.530982484009,0.0011303536500566847
7024.573897869929,0.0011311404189930682
7025.045363257798,0.0011251452600897702
7025.072102382567,0.0011253377288671321
7025.559781697807,0.0011305851138592195
7025.570342229411,0.0011303124855345785
7026.068617412966,0.0011147726390786615
7026.074237806801,0.0011146185678282785
7026.566927935732,0.0011222208040978967
7026.588731587546,0.0011226255094650165
7027.065273800235,0.0011316605952001522
7027.103263042794,0.0011322564433316447
7027.563655008955,0.0011323977506346884
7027.617832175296,0.0011323539476911406
7028.062071564426,0.0011290173255240625
7028.132438987817,0.001128560796100192
7028.560523469127,0.001129849721221323
7028.647083483126,0.0011301667023187404
7029.059010725593,0.0011317289977370868
7029.161765663973,0.0011320333232693748
7029.557533336304,0.0011314040428726294
7029.67648553311,0.001131247630825005
7030.056091303787,0.001132357976886672
7030.191243093306,0.0011327528357465112
7030.554684630544,0.0011312590159873953
7030.706038347327,0.0011303399233926184
