## Stellar spectra for Roman Slitless Spectroscopy Data Challenge 2: Group 00, Star ID 00
## ========================================================================
## Spectra generated from interpolating the grid of PHOENIX spectral
## library using pysynphot. The astrophysical parameters are taken randomly
## from the Gaia Data Release 3 golden sample of astrophysical parameters
## (Creevey et al. 2023). The tables are joined with the distance catalogue
## of Bailer-Jones et al. 2021. Only sources fainter than G = 17
## are taken, and only sources in the following table is taken:
## gold_sample_oba_stars, gold_sample_fgkm_stars.
## ========================================================================
## GDR3_ID = 5772186800283930240 / GDR3 identifier
## INDEX   = 0 / index in the gdr3_gold_sample.pkl file
## LOG_T   = 3.501977205 / log10 effective temperature in K
## LOG_L   = -2.516350508 / log10 luminosity in solar luminosity
## R       = 0.182288066 / stellar radius in solar radius
## MH      = -0.517000020 / metallicity
## DIST    = 128.651763916 / photogeometric distance in pc
## G_MAG   = 18.089176178 / G-band magnitude
## G_FLUX  = 1.094652742e+03 / G-band mean flux in counts/s
## A_0     = 0.890699983 / Monochromatic absorption A0
## flux_photlam is the PHOENIX luminosity normalized by the measured G-band
## flux after the flux is convolved with the bandpass. Extinction is applied
## beforehand using the inferred A_0 and the Fitzpatrick (1999) extinction curve.
wavelength,flux_photlam
7000.205109012584,0.0003324980310906691
7000.70158521532,0.0003216510989674414
7001.198096629699,0.000382966158598088
7001.694643258189,0.0004080252671587487
7002.191225103316,0.000489738458042155
7002.68784216755,0.00025349831373906034
7003.18449445341,0.0004416601581011163
7003.681181963385,0.0004269407776779162
7004.177904699976,0.000618822550520712
7004.67466266568,0.00041972864718496487
7005.171455862996,0.00037135896725253123
7005.668284294422,0.00035765930908919155
7006.165147962458,0.0004606487587552538
7006.662046869602,0.00043420589229733596
7007.158981018353,0.0005462522605076806
7007.528213054415,0.000332620587343222
7007.655950411213,0.00025869967640561114
7008.152955050678,0.0004466861451127164
7008.649994939251,0.000453867557632025
7009.14707007943,0.0004676928272419856
7009.644180473715,0.0005117157079574618
7010.141326124608,0.0003723657368060997
7010.638507034609,0.0003769184745935065
7011.135723206217,0.0002491909582102829
7011.632974641935,0.0006436435408065735
7012.130261344263,0.00028424327994910735
7012.627583315702,0.00028461859647493064
7013.124940558747,0.00040458621572736785
7013.62233307592,0.0004927089219622486
7014.119760869696,0.0003225758613429973
7014.617223942603,0.0003263911514692353
7015.114722297117,0.0005778254949185468
7015.612255935767,0.00032950863466893416
7016.109824861028,0.0005823085774755178
7016.607429075423,0.0004131562253493035
7016.998501671193,0.0002721807602369606
7017.105068581449,0.00023390802753922287
7017.602743381608,0.0005459630323850947
7018.100453478403,0.00029693449246061797
7018.598198874339,0.000620758527763792
7019.095979571917,0.0006800995105698146
7019.593795573644,0.0004982442969425815
7020.09164688202,0.0006190973081374262
7020.589533499551,0.0005693059702362284
7021.087455428742,0.0005886456426592569
7021.585412672097,0.0005032934570803633
7022.08340523212,0.00048149277783120974
7022.581433111315,0.00040142134008025064
7023.079496312189,0.0005965220217248143
7023.577594837246,0.0002939278798429856
7024.07572868899,0.0005438140951714305
7024.573897869929,0.0003490164130665196
7025.072102382567,0.0005363071405152347
7025.570342229411,0.0005512607655191814
7026.068617412966,0.0006630308988106992
7026.481588861705,0.00044209631077455735
7026.566927935732,0.00039628188792636086
7027.065273800235,0.00030621197218674227
7027.563655008955,0.0003314980680405705
7028.062071564426,0.0005284429973416093
7028.560523469127,0.0005473165124860455
7029.059010725593,0.0006130496943200889
7029.557533336304,0.0006943980303974165
7030.056091303787,0.00031872548902138974
7030.554684630544,0.000718455537205641
7031.053313319082,0.00047177415492673003
7031.551977371909,0.0005444588365379476
7032.050676791534,0.0007714408797170659
7032.549411580464,0.0004145312885226887
7033.048181741208,0.0006461049592532083
7033.546987276275,0.0004415801056884786
7034.045828188175,0.0006693018056097944
7034.544704479414,0.0005568527107735461
7035.043616152504,0.0004736772901882844
7035.542563209952,0.00045364548130537964
7035.9774919225065,0.0004470405010015609
7036.0415456542705,0.0004461849820584438
7036.540563487967,0.0004309516268163454
7037.039616713552,0.0004952351777391515
7037.538705333535,0.00026326123769881916
7038.037829350428,0.0003801110140548523
7038.53698876674,0.0006613858396876021
7039.036183584983,0.0006507052628594936
7039.5354138076655,0.0005174038852395529
7040.0346794373,0.0007264988764278954
7040.533980476398,0.0007182719600425739
7041.033316927463,0.0006791720549207865
7041.532688793029,0.000744301002203897
7042.032096075577,0.0006363958067659566
7042.531538777649,0.0008457901189673066
7043.031016901729,0.0006933974645707696
7043.530530450356,0.0005285043792602952
7044.0300794260165,0.0007552005337745721
7044.529663831242,0.0006780551183261262
7045.0292836685385,0.0007934919140198276
7045.486228173554,0.0008102593458317022
7045.528938940421,0.0008117535339159504
7046.0286296494,0.0006454538684305942
7046.52835579799,0.0006441673439053439
7047.028117388705,0.0007143630843715262
7047.527914424058,0.0008176195581177641
7048.027746906562,0.0007844693002648964
7048.527614838733,0.0007173057979518349
7049.027518223084,0.0008056487792216254
7049.5274570621295,0.0008018640915752665
7050.027431358384,0.0008341949157142323
7050.527441114363,0.0007552404141716447
7051.02748633258,0.0006603733282538606
7051.5275670155515,0.0004660558487150539
7052.027683165791,0.0006655012906340977
7052.527834785817,0.0007628249614080982
7053.028021878141,0.0008736676202178395
7053.528244445282,0.0008292798171068402
7054.028502489756,0.0006639100513263967
7054.5287960140695,0.0008061147654971164
7055.007814958191,0.0006594440181692588
7055.029125020762,0.0006529082537294575
7055.529489512322,0.0007553345614069153
7056.029889491293,0.00040708671550843497
7056.530324960165,0.00028565523396592823
7057.030795921482,0.0003518677391615202
