wavelengths_angstrom spec1d_cal_photlam spec1d_cal_opt_photlam
7372.356834765109 inf inf
7391.743421121537 0.0691264075011613 0.039691692417746595
7411.130007477966 0.014845648903715248 0.0075643133070933625
7430.516593834395 0.0029039166883003046 0.0022205514771173017
7449.903180190824 0.001308707434515268 0.0013518774504393542
7469.289766547254 0.000801558899746189 0.001020032986449108
7488.676352903682 0.0007516165552229465 0.0009369223862832817
7508.062939260111 0.0007693710349934391 0.0009269629053727113
7527.44952561654 0.000851067566614499 0.0009771945470928873
7546.83611197297 0.0009654864028764847 0.0010400619441279734
7566.222698329398 0.0010436052838074875 0.0010906418041300397
7586.893859775429 0.001067884231635588 0.0011168632889234074
7607.8758764419035 0.0010815245604396523 0.001120875773396899
7628.857893108377 0.001093122457712882 0.00113035468471827
7649.839909774852 0.0010921031963847595 0.0011381389549353859
7670.821926441326 0.0010926896355787355 0.001131629854565917
7691.803943107799 0.0010964273523204075 0.0011316469801846
7712.785959774274 0.0010922256269389247 0.0011315759812377776
7733.767976440747 0.001087569437826381 0.0011252451866542736
7754.749993107221 0.0010819835886445343 0.0011291633518292466
7776.97233495162 0.001077897293018939 0.0011229521471234597
7799.608591853731 0.0010672700412701795 0.0011209077552301139
7822.244848755841 0.0010786941653000185 0.001127788992107226
7844.881105657952 0.0010770601522636124 0.0011251319562261709
7867.517362560063 0.0010603090680648833 0.001110283318747799
7890.153619462173 0.0010629630076139024 0.0011127745662649698
7912.789876364283 0.0010664587410509135 0.001113852382337022
7935.426133266394 0.0010573787461611896 0.0011103712871052079
7958.665882331208 0.0010562745813382877 0.001105912160479023
7982.996525556461 0.0010479117277518435 0.001107733697710884
8007.327168781714 0.001055883605779858 0.001102950164843082
8031.657812006968 0.0010594064450421298 0.0011082655629198127
8055.988455232221 0.001046363515244481 0.0010999199551648363
8080.319098457476 0.0010444864259864398 0.0010999752238188447
8104.649741682729 0.001033017587355359 0.0010945301541033195
8128.980384907983 0.0010299191988642287 0.0010925424671209521
8154.26679950811 0.0010261439322753424 0.0010872125680084655
8180.344455217615 0.0010156915186543653 0.001085591265754709
8206.42211092712 0.0010212793945457792 0.0010887142712928603
8232.499766636625 0.0010145792672656697 0.0010770952759750797
8258.57742234613 0.0010067466835341425 0.0010766324339323357
8284.655078055634 0.000993543001351361 0.0010675035283570357
8310.732733765139 0.0009835185388456385 0.0010566075604025846
8337.279526305678 0.0009753928667885787 0.0010467906281384142
8365.153553398328 0.0009618319633275966 0.001038033348086648
8393.027580490978 0.000959888335519418 0.001035578563306272
8420.901607583628 0.0009624920254536971 0.0010352216341951534
8448.775634676278 0.0009538955534116959 0.0010256006301349462
8476.649661768928 0.0009355019284961467 0.0010199198731934375
8504.523688861578 0.0009287333713066296 0.001004727084313217
8533.217351757115 0.0009097870469193408 0.0009930197586698031
8562.934182045137 0.0009326589612762603 0.001020156581939924
8592.651012333159 0.0009445273317227464 0.0010260682969278469
8622.36784262118 0.0009362665014766091 0.0010324175846403848
8652.084672909203 0.0009483788352331266 0.0010322687837988744
8681.801503197225 0.000935419380174763 0.0010161832421382772
8711.61469821926 0.0009405807610619784 0.0010432491239504385
8743.21757954564 0.0009529693839398409 0.0010432612395664905
8774.82046087202 0.0009150151043511988 0.0010194499634361147
8806.4233421984 0.0009612243736709619 0.0010613160520866025
8838.026223524781 0.0009624124263548433 0.0010601009536452507
8869.629104851161 0.000923909313233103 0.001013055692325276
8901.307002126026 0.0008957363726624883 0.0010182663061353442
8934.834190851905 0.0009833111871739328 0.001079569436155193
8968.361379577786 0.0009844038381115671 0.0010768988266200742
9001.888568303664 0.0009489767613076924 0.0010340141343046251
9035.415757029545 0.0008890284514830832 0.0009961310243866673
9068.942945755425 0.000915681771380103 0.00103069864867955
9103.198794911636 0.000971385141850981 0.0010696879142537753
9138.685059203337 0.0009762167696550156 0.0010735349598097474
9174.171323495038 0.0009807754255580048 0.0010742804513798991
9209.657587786738 0.0009441241967223771 0.001028586484943489
9245.14385207844 0.0008742124540760178 0.0009704170511135081
9280.665423554667 0.0008652009482563596 0.0009942733972366498
9318.140082595131 0.0009487500844266676 0.0010514353362175285
9355.614741635594 0.0009643237337128277 0.0010612957939901805
9393.089400676057 0.0009606878342364227 0.0010554850832040598
9430.56405971652 0.000957312324951015 0.0010548024775453326
9468.038718756985 0.0009452696349383673 0.0010417537219237212
9507.421254447903 0.0009170115497590958 0.0010169076089309222
9546.909155579131 0.0008766559751175318 0.0009619245873621181
9586.39705671036 0.0008211014185031005 0.0009488669856262405
9625.884957841588 0.0008995456213936549 0.0010047372007278693
9665.64942662057 0.0009253112137767779 0.0010218496468153225
9707.169965493787 0.0009186922883434585 0.0010193000346655468
9748.690504367005 0.0009176104057534964 0.0010184267138119857
9790.211043240224 0.0009144501570512695 0.001013632807452447
9831.731582113443 0.0009099357560638881 0.0010047128761251124
9874.399029021833 0.0009021794002476127 0.000998175502347751
9917.96756341708 0.000900507438192993 0.000993348859308759
9961.536097812328 0.0008898353809217426 0.000982265192093789
10005.104632207576 0.0008566714696636101 0.0009606432049013545
10049.082590351618 0.0008137690132127429 0.0009104538754442311
10094.707812171253 0.0007698256861120992 0.0008951304210697184
10140.333033990888 0.0008320888228691933 0.000940349079287225
10185.958255810521 0.0008577789919860618 0.0009539578001801777
10231.654982668693 0.0008560427227635396 0.0009555920958023012
10279.340500877972 0.0008547430600968093 0.0009505150977274643
10327.026019087254 0.0008478777126243179 0.0009450555921153871
10374.711537296535 0.0008435751335442368 0.000940860077092793
10422.500534698576 0.000839254368274737 0.0009337373695077157
10472.244603041032 0.000827659784893434 0.0009235814342879123
10521.988671383488 0.0008178824623996188 0.0009138898577031116
10571.732739725945 0.0008212515041962644 0.0009143928035930242
10621.950224201844 0.0008115695824471424 0.0009050213669323894
10673.746225830642 0.0007903998813397538 0.0008876032047034762
10725.542227459437 0.0007815217440996959 0.0008728133055054745
10777.338229088235 0.0007860071934018281 0.0008775291478149364
10830.28161142777 0.000773893293206087 0.0008697865236511178
10884.117472414426 0.0007469168985960481 0.0008507677320679157
10937.953333401083 0.0007154438554374112 0.0008105710161159697
10991.856405330862 0.000682663864254406 0.0007938650946248584
11047.714606100928 0.0007235192381814272 0.0008293389283370577
11103.572806870998 0.00075112311413321 0.000846861530174276
11159.431007641066 0.0007529078198896923 0.0008437856305624243
11216.55216214859 0.0007455945946551883 0.0008375532956222407
11274.409453479382 0.0007371234164252272 0.0008295297068299744
11332.266744810175 0.0007313038806769924 0.0008239917079965922
11390.809800557123 0.0007207504327678075 0.0008157976943032955
11450.638688009676 0.0007185656049839708 0.0008096950679311883
11510.467575462233 0.0007114934021816113 0.0008040119569020704
11570.630075051276 0.0007057337701154736 0.0007993345422865977
11632.397457609579 0.0006957523312743319 0.0007873758062185512
11694.16484016788 0.000691159039436224 0.0007826611468886781
11756.11481933615 0.0006868427358433623 0.0007767911740420558
11819.783431025959 0.0006804324596039607 0.0007683763043290157
11883.45204271577 0.000669946866314712 0.0007597044764767878
11947.328703507594 0.0006622072609425336 0.0007501252305155356
12012.857565215736 0.0006586584225261766 0.0007469377268202287
12078.38642692388 0.0006526461076820624 0.0007391007846784288
12144.30050915391 0.0006501648413806513 0.0007383593166927315
12211.643423230887 0.0006404537536946838 0.0007285886424408332
12278.98633730786 0.0006317193167237392 0.0007233860503239578
12347.019116953423 0.0006300407656176218 0.0007165113246871979
12416.126515596667 0.000627382922135696 0.000711159927753057
12485.233914239909 0.0006166594572491421 0.0007021970862961518
12555.439689208688 0.0006092056777117079 0.0006927325803900823
12626.258943583158 0.0006063499391483592 0.000686427692103039
12697.078197957624 0.0005867580561631064 0.000673618911281066
12769.485095101629 0.0005631387478298853 0.000655590269870499
